"bodyid","type","cbf","m.type","c.type","cbf.change","class","cell.type","ItoLee_Hemilineage","Hartenstein_Hemilineage","FAFB.match","FAFB.match.quality","LM.match","LM.match.quality","published","type.change","pnt","is.lhn","connectivity.type","layer","ct.layer","User"
455033548,"LH059a","AVL07","AVL07i","AVL07h_pct","FALSE","LHN","LHAV2c1","SLPal1","VLPl2_dorsal","none","none","none","none",TRUE,FALSE,"LHAV2",TRUE,"LHAV2c1",3.14942528735632,2,""
456082779,"LH059a","AVL07","AVL07i","AVL07h_pct","FALSE","LHN","LHAV2c1","SLPal1","VLPl2_dorsal","none","none","none","none",TRUE,FALSE,"LHAV2",TRUE,"LHAV2c1",2.76519666269368,2,""
518476551,"LH059a","AVL07","AVL07i","AVL07h_pct","FALSE","LHN","LHAV2c1","SLPal1","VLPl2_dorsal","none","none","none","none",TRUE,FALSE,"LHAV2",TRUE,"LHAV2c1",3.05194805194805,2,""
580547055,"LH059a","AVL07","AVL07i","AVL07h_pct","FALSE","LHN","LHAV2c1","SLPal1","VLPl2_dorsal","none","none","none","none",TRUE,FALSE,"LHAV2",TRUE,"LHAV2c1",2.98468271334792,2,""
881620582,"LH059a","AVL07","AVL07i","AVL07h_pct","FALSE","LHN","LHAV2c1","SLPal1","VLPl2_dorsal","none","none","Cha-F-400280","medium",TRUE,FALSE,"LHAV2",TRUE,"LHAV2c1",2.68050749711649,2,""
947795335,"LH059a","AVL07","AVL07i","AVL07h_pct","FALSE","LHN","LHAV2c1","SLPal1","VLPl2_dorsal","none","none","Gad1-F-400156","medium",TRUE,FALSE,"LHAV2",TRUE,"LHAV2c1",2.9410480349345,2,""
5812980824,"LH059a","AVL07","AVL07i","AVL07h_pct","FALSE","LHN","LHAV2c1","SLPal1","VLPl2_dorsal","none","none","none","none",TRUE,FALSE,"LHAV2",TRUE,"LHAV2c1",3.33138173302108,2,"SF"
5813015004,"LH059a","AVL07","AVL07i","AVL07h_pct","FALSE","LHN","LHAV2c1","SLPal1","VLPl2_dorsal","none","none","none","none",TRUE,FALSE,"LHAV2",TRUE,"LHAV2c1",2.67798594847775,2,"SF"
5813047212,"LH059a","AVL07","AVL07i","AVL07h_pct","FALSE","LHN","LHAV2c1","SLPal1","VLPl2_dorsal","none","none","none","none",TRUE,FALSE,"LHAV2",TRUE,"LHAV2c1",2.91799544419134,2,"SF"
5813048297,"LH059a","AVL07","AVL07i","AVL07h_pct","FALSE","LHN","LHAV2c1","SLPal1","VLPl2_dorsal","none","none","none","none",TRUE,FALSE,"LHAV2",TRUE,"LHAV2c1",2.9481981981982,2,"SF"
5813087655,"LH059a","AVL07","AVL07i","AVL07h_pct","FALSE","LHN","LHAV2c1","SLPal1","VLPl2_dorsal","none","none","none","none",TRUE,FALSE,"LHAV2",TRUE,"LHAV2c1",3.46803900325027,2,"SF"
975750913,"LH059b","AVL07","AVL07i","AVL07lc_pct","FALSE","LHN","LHAV2c2","SLPal1","VLPl2_dorsal","none","none","none","none",FALSE,FALSE,"LHAV2",TRUE,"LHAV2c2",4.34157303370787,4,""
944729222,"LH060a","AVL07","AVL07m","AVL07lm_pct","FALSE","LHN","LHAV2b8","SLPal1","VLPl2_dorsal","none","none","none","none",FALSE,FALSE,"LHAV2",TRUE,"LHAV2b8",3.25,3,""
944724233,"LH060b","AVL07","AVL07m","AVL07m_pct","FALSE","LHN","LHAV2b5","SLPal1","VLPl2_dorsal","none","none","none","none",TRUE,FALSE,"LHAV2",TRUE,"LHAV2b5",2.80926724137931,3,""
1006142645,"LH060b","AVL07","AVL07m","AVL07m_pct","FALSE","LHN","LHAV2b5","SLPal1","VLPl2_dorsal","2638597","good","L2087#2","good",TRUE,FALSE,"LHAV2",TRUE,"LHAV2b5",3.39583333333333,3,"ASB"
1414046770,"LH060b","AVL07","AVL07m","AVL07m_pct","FALSE","LHN","LHAV2b5","SLPal1","VLPl2_dorsal","none","none","Cha-F-600183","good",TRUE,FALSE,"LHAV2",TRUE,"LHAV2b5",3.07774227902023,3,"SF"
5813048319,"LH060b","AVL07","AVL07m","AVL07m_pct","FALSE","LHN","LHAV2b5","SLPal1","VLPl2_dorsal","none","none","none","none",TRUE,FALSE,"LHAV2",TRUE,"LHAV2b5",3.35242290748899,3,"SF"
821612285,"LH060c","AVL07","AVL07m","AVL07ob_pct","FALSE","LHN","LHAV2b2","SLPal1","VLPl2_dorsal","none","none","none","none",TRUE,FALSE,"LHAV2",TRUE,"LHAV2b2a",2.40943193997856,2,""
1037510115,"LH060d","AVL07","AVL07m","AVL07ot_pct","FALSE","LHN","LHAV2b2","SLPal1","VLPl2_dorsal","2198365","good","L2088#1","good",TRUE,FALSE,"LHAV2",TRUE,"LHAV2b2b",2.79433368310598,2,"ASB"
5813016204,"LH060d","AVL07","AVL07m","AVL07ot_pct","FALSE","LHN","LHAV2b2","SLPal1","VLPl2_dorsal","none","none","Gad1-F-300310","medium",TRUE,FALSE,"LHAV2",TRUE,"LHAV2b2b",2.67017913593256,2,"SF"
851961337,"LH060e","AVL07","AVL07m","AVL07ou_pct","FALSE","LHN","LHAV2b2","SLPal1","VLPl2_dorsal","none","none","L2087#1","good",TRUE,FALSE,"LHAV2",TRUE,"LHAV2b2c",2.58693361433087,2,""
852302504,"LH060e","AVL07","AVL07m","AVL07ou_pct","FALSE","LHN","LHAV2b2","SLPal1","VLPl2_dorsal","none","none","fru-M-300456","good",TRUE,FALSE,"LHAV2",TRUE,"LHAV2b2c",2.58067940552017,2,""
730562993,"LH060f","AVL07","AVL07m","AVL07ov_pct","FALSE","LHN","LHAV2b3","SLPal1","VLPl2_dorsal","none","none","none","none",TRUE,FALSE,"LHAV2",TRUE,"LHAV2b3",2.74778761061947,2,""
819895218,"LH060f","AVL07","AVL07m","AVL07ov_pct","FALSE","LHN","LHAV2b3","SLPal1","VLPl2_dorsal","none","none","none","none",TRUE,FALSE,"LHAV2",TRUE,"LHAV2b3",2.94026548672566,2,""
852302293,"LH060f","AVL07","AVL07m","AVL07ov_pct","FALSE","LHN","LHAV2b3","SLPal1","VLPl2_dorsal","none","none","Gad1-F-600005","good",TRUE,FALSE,"LHAV2",TRUE,"LHAV2b3",2.76060935799782,2,""
977123707,"LH060g","AVL07","AVL07m","AVL07v_pct","FALSE","LHN","LHAV2b1","SLPal1","VLPl2_dorsal","none","none","none","none",TRUE,FALSE,"LHAV2",TRUE,"LHAV2b1b",2.93866374589266,2,""
1260582361,"LH060g","AVL07","AVL07m","AVL07v_pct","FALSE","LHN","LHAV2b1","SLPal1","VLPl2_dorsal","none","none","none","none",TRUE,FALSE,"LHAV2",TRUE,"LHAV2b1b",2.67424242424242,2,"SF"
944423023,"LH061a","AVL07","AVL07o","AVL07oo_pct","FALSE","LHN","LHAV2g2","SLPal1","VLPl2_dorsal","none","none","none","none",FALSE,FALSE,"LHAV2",TRUE,"LHAV2g2a",3.35587583148559,3,""
5813041458,"LH061a","AVL07","AVL07o","AVL07oo_pct","FALSE","LHN","LHAV2g2","SLPal1","VLPl2_dorsal","none","none","none","none",FALSE,FALSE,"LHAV2",TRUE,"LHAV2g2a",3.07395143487859,3,"SF"
574378463,"LH061b","AVL07","AVL07o","AVL07ox_pct","FALSE","LHN","LHAV2g3","SLPal1","VLPl2_dorsal","none","none","none","none",FALSE,FALSE,"LHAV2",TRUE,"LHAV2g3",2.97418630751964,2,""
667827599,"LH061b","AVL07","AVL07o","AVL07ox_pct","FALSE","LHN","LHAV2g3","SLPal1","VLPl2_dorsal","none","none","none","none",FALSE,FALSE,"LHAV2",TRUE,"LHAV2g3",2.72209302325581,2,""
668497214,"LH061b","AVL07","AVL07o","AVL07ox_pct","FALSE","LHN","LHAV2g3","SLPal1","VLPl2_dorsal","none","none","none","none",FALSE,FALSE,"LHAV2",TRUE,"LHAV2g3",2.70405727923628,2,""
881995193,"LH061c","AVL07","AVL07o","AVL07oy_pct","FALSE","LHN","LHAV2g2","SLPal1","VLPl2_dorsal","none","none","none","none",FALSE,FALSE,"LHAV2",TRUE,"LHAV2g2b",4.21105527638191,3,""
978177557,"LH061c","AVL07","AVL07o","AVL07oy_pct","FALSE","LHN","LHAV2g2","SLPal1","VLPl2_dorsal","none","none","none","none",FALSE,FALSE,"LHAV2",TRUE,"LHAV2g2b",3.89800703399766,3,""
1259218128,"LH061c","AVL07","AVL07o","AVL07oy_pct","FALSE","LHN","LHAV2g2","SLPal1","VLPl2_dorsal","none","none","none","none",FALSE,FALSE,"LHAV2",TRUE,"LHAV2g2b",3.51647058823529,3,"SF"
574382779,"LH061d","AVL07","AVL07o","AVL07p_pct","FALSE","LHN","LHAV2g1","SLPal1","VLPl2_dorsal","none","none","none","none",TRUE,FALSE,"LHAV2",TRUE,"LHAV2g1",2.89277899343545,3,""
759585675,"LH061d","AVL07","AVL07o","AVL07p_pct","FALSE","LHN","LHAV2g1","SLPal1","VLPl2_dorsal","none","none","none","none",TRUE,FALSE,"LHAV2",TRUE,"LHAV2g1",3.21397379912664,3,""
574377562,"PLP011a","ADL24","ADL24f","ADL24f_pct","FALSE","LHN","LHAV2d1","primary","primary","11543519","good","Gad1-F-500321","good",TRUE,FALSE,"LHAV2",TRUE,"LHAV2d1",3.3682505399568,3,""
912390737,"PLP027a","AVL04","AVL04a","AVL04b_pct","FALSE","LHN","LHAV2p1","SLPa&l1_lateral","BLAvm1_lateral","none","none","none","none",FALSE,FALSE,"LHAV2",TRUE,"LHAV2p1",3.61505376344086,3,""
943420940,"PLP027a","AVL04","AVL04a","AVL04b_pct","FALSE","LHN","LHAV2p1","SLPa&l1_lateral","BLAvm1_lateral","none","none","none","none",FALSE,FALSE,"LHAV2",TRUE,"LHAV2p1",3.80896478121665,3,""
943420877,"PLP027d","AVL04","AVL04a","AVL04g_pct","FALSE","LHN","LHAV2p2","SLPa&l1_lateral","BLAvm1_lateral","none","none","none","none",FALSE,FALSE,"LHAV2",TRUE,"LHAV2p2",4.24675324675325,5,""
1067546905,"PLP027d","AVL04","AVL04a","AVL04g_pct","FALSE","LHN","LHAV2p2","SLPa&l1_lateral","BLAvm1_lateral","none","none","none","none",FALSE,FALSE,"LHAV2",TRUE,"LHAV2p2",4.64079822616408,5,""
1192007205,"PLP027d","AVL04","AVL04a","AVL04g_pct","FALSE","LHN","LHAV2p2","SLPa&l1_lateral","BLAvm1_lateral","none","none","none","none",FALSE,FALSE,"LHAV2",TRUE,"LHAV2p2",5.39641657334826,5,""
1223045702,"PLP027d","AVL04","AVL04a","AVL04g_pct","FALSE","LHN","LHAV2p2","SLPa&l1_lateral","BLAvm1_lateral","none","none","none","none",FALSE,FALSE,"LHAV2",TRUE,"LHAV2p2",5.958751393534,5,""
1224078043,"PLP027d","AVL04","AVL04a","AVL04g_pct","FALSE","LHN","LHAV2p2","SLPa&l1_lateral","BLAvm1_lateral","none","none","none","none",FALSE,FALSE,"LHAV2",TRUE,"LHAV2p2",5.7891770011274,5,""
943412282,"PLP027g","AVL04","AVL04a","AVL04ob_pct","FALSE","LHN","LHAV2p3","SLPa&l1_lateral","BLAvm1_lateral","none","none","none","none",FALSE,FALSE,"LHAV2",TRUE,"LHAV2p3",4.13665943600868,4,""
1098249445,"PLP027g","AVL04","AVL04a","AVL04ob_pct","FALSE","LHN","LHAV2p3","SLPa&l1_lateral","BLAvm1_lateral","none","none","none","none",FALSE,FALSE,"LHAV2",TRUE,"LHAV2p3",4.25081081081081,4,""
1013757060,"PLP027l","AVL04","AVL04a","Pl-C","FALSE","LHN","LHAV2p4","SLPa&l1_lateral","BLAvm1_lateral","none","none","none","none",FALSE,FALSE,"LHAV2",TRUE,"LHAV2p4",5.89681668496158,5,""
1066516552,"PLP027l","AVL04","AVL04a","Pl-C","FALSE","LHN","LHAV2p4","SLPa&l1_lateral","BLAvm1_lateral","none","none","none","none",FALSE,FALSE,"LHAV2",TRUE,"LHAV2p4",5.91942604856512,5,""
1067884486,"PLP027l","AVL04","AVL04a","Pl-C","FALSE","LHN","LHAV2p4","SLPa&l1_lateral","BLAvm1_lateral","none","none","none","none",FALSE,FALSE,"LHAV2",TRUE,"LHAV2p4",4.70043572984749,5,""
1099255933,"PLP027l","AVL04","AVL04a","Pl-C","FALSE","LHN","LHAV2p4","SLPa&l1_lateral","BLAvm1_lateral","none","none","none","none",FALSE,FALSE,"LHAV2",TRUE,"LHAV2p4",6.08972972972973,5,""
944720631,"PLP034a","AVL07","AVL07p","AVL07or_pct","FALSE","LHN","LHAV2g6","SLPal1","VLPl2_dorsal","none","none","none","none",FALSE,FALSE,"LHAV2",TRUE,"LHAV2g6",3.00998890122087,3,""
945058110,"PLP034c","AVL07","AVL07p","AVL07r_pct","FALSE","LHN","LHAV2g7","SLPal1","VLPl2_dorsal","none","none","none","none",FALSE,FALSE,"LHAV2",TRUE,"LHAV2g7",3.69247787610619,3,""
886820993,"PVLP029a","AVL07","AVL07l","AVL07k_pct","FALSE","LHN","LHAV2b4","SLPal1","VLPl2_dorsal","none","none","none","none",TRUE,FALSE,"LHAV2",TRUE,"LHAV2b4",3.67337807606264,3,""
947168406,"PVLP029a","AVL07","AVL07l","AVL07k_pct","FALSE","LHN","LHAV2b4","SLPal1","VLPl2_dorsal","none","none","none","none",TRUE,FALSE,"LHAV2",TRUE,"LHAV2b4",3.46325167037862,3,""
1039923193,"PVLP029a","AVL07","AVL07l","AVL07k_pct","FALSE","LHN","LHAV2b4","SLPal1","VLPl2_dorsal","none","none","Gad1-F-700003","medium",TRUE,FALSE,"LHAV2",TRUE,"LHAV2b4",2.93419633225458,3,"SF"
1101984860,"PVLP029a","AVL07","AVL07l","AVL07k_pct","FALSE","LHN","LHAV2b4","SLPal1","VLPl2_dorsal","none","none","none","none",TRUE,FALSE,"LHAV2",TRUE,"LHAV2b4",3.31202600216685,3,"SF"
1538181953,"PVLP029a","AVL07","AVL07l","AVL07k_pct","FALSE","LHN","LHAV2b4","SLPal1","VLPl2_dorsal","none","none","none","none",TRUE,FALSE,"LHAV2",TRUE,"LHAV2b4",3.45464362850972,3,"SF"
419880359,"SLP027a","ADL04","ADL04k","ADL04j_pct","FALSE","LHN","LHAV2i4","LHa2","BLVa1","none","none","none","none",FALSE,FALSE,"LHAV2",TRUE,"LHAV2i4",3.64203233256351,3,""
450933288,"SLP027a","ADL04","ADL04k","ADL04j_pct","FALSE","LHN","LHAV2i4","LHa2","BLVa1","none","none","none","none",FALSE,FALSE,"LHAV2",TRUE,"LHAV2i4",3.67365967365967,3,""
450933392,"SLP027a","ADL04","ADL04k","ADL04j_pct","FALSE","LHN","LHAV2i4","LHa2","BLVa1","none","none","none","none",FALSE,FALSE,"LHAV2",TRUE,"LHAV2i4",3.60262008733624,3,""
450951445,"SLP027b","ADL04","ADL04k","ADL04y_pct","FALSE","LHN","LHAV2i6","LHa2","BLVa1","none","none","none","none",FALSE,FALSE,"LHAV2",TRUE,"LHAV2i6",3.13834951456311,3,""
481989534,"SLP027b","ADL04","ADL04k","ADL04y_pct","FALSE","LHN","LHAV2i6","LHa2","BLVa1","none","none","none","none",FALSE,FALSE,"LHAV2",TRUE,"LHAV2i6",4.16262482168331,3,""
543770627,"SLP029a","ADL04","ADL04m","ADL04m_pct","FALSE","LHN","LHAV2i2","LHa2","BLVa1","none","none","none","none",FALSE,TRUE,"LHAV2",TRUE,"LHAV2i2",2.96799116997792,2,""
574128034,"SLP029a","ADL04","ADL04m","ADL04m_pct","FALSE","LHN","LHAV2i2","LHa2","BLVa1","none","none","none","none",FALSE,TRUE,"LHAV2",TRUE,"LHAV2i2",2.60135135135135,2,""
607130326,"SLP029a","ADL04","ADL04m","ADL04m_pct","FALSE","LHN","LHAV2i3","LHa2","BLVa1","none","none","none","none",FALSE,TRUE,"LHAV2",TRUE,"LHAV2i3",2.87968217934166,2,""
850636610,"SLP029a","ADL04","ADL04m","ADL04m_pct","FALSE","LHN","LHAV2i2","LHa2","BLVa1","none","none","L629#3","medium",FALSE,TRUE,"LHAV2",TRUE,"LHAV2i2",2.22355507088331,2,""
638196102,"SLP031a","ADL04","ADL04g","ADL04g_pct","FALSE","LHN","LHAV2a18","LHa2","BLVa1","none","none","none","none",FALSE,FALSE,"LHAV2",TRUE,"LHAV2a18",3.11464968152866,3,""
422666053,"SLP111a","ADL22","ADL22f","ADL22d_b_pct","FALSE","LHN","LHAV2a2","SLPav3","BLVa2a","none","none","L876#3","medium",TRUE,FALSE,"LHAV2",TRUE,"LHAV2a2a",3.39811542991755,3,""
452331917,"SLP111a","ADL22","ADL22f","ADL22d_b_pct","FALSE","LHN","LHAV2a2","SLPav3","BLVa2a","none","none","none","none",TRUE,FALSE,"LHAV2",TRUE,"LHAV2a2a",3.62734288864388,3,""
483038957,"SLP111a","ADL22","ADL22f","ADL22d_b_pct","FALSE","LHN","LHAV2a2","SLPav3","BLVa2a","none","none","L876#1","medium",TRUE,FALSE,"LHAV2",TRUE,"LHAV2a2a",3.28091236494598,3,""
422644053,"SLP111b","ADL22","ADL22f","ADL22d_c_pct","FALSE","LHN","LHAV2a2","SLPav3","BLVa2a","none","none","none","none",TRUE,FALSE,"LHAV2",TRUE,"LHAV2a2b",2.70602409638554,3,""
423684795,"SLP111b","ADL22","ADL22f","ADL22d_c_pct","FALSE","LHN","LHAV2a2","SLPav3","BLVa2a","none","none","none","none",TRUE,FALSE,"LHAV2",TRUE,"LHAV2a2b",2.88574660633484,3,""
483354202,"SLP111b","ADL22","ADL22f","ADL22d_c_pct","FALSE","LHN","LHAV2a2","SLPav3","BLVa2a","none","none","none","none",TRUE,FALSE,"LHAV2",TRUE,"LHAV2a2b",2.81409477521264,3,""
485736803,"SLP111b","ADL22","ADL22f","ADL22d_c_pct","FALSE","LHN","LHAV2a2","SLPav3","BLVa2a","none","none","none","none",TRUE,FALSE,"LHAV2",TRUE,"LHAV2a2b",2.84582743988685,3,""
517117602,"SLP111b","ADL22","ADL22f","ADL22d_c_pct","FALSE","LHN","LHAV2a2","SLPav3","BLVa2a","none","none","none","none",TRUE,FALSE,"LHAV2",TRUE,"LHAV2a2b",2.88052373158756,3,""
517458316,"SLP111b","ADL22","ADL22f","ADL22d_c_pct","FALSE","LHN","LHAV2a2","SLPav3","BLVa2a","none","none","none","none",TRUE,FALSE,"LHAV2",TRUE,"LHAV2a2b",3.06830907054871,3,""
484377189,"SLP111c","ADL22","ADL22f","ADL22d_a_pct","FALSE","LHN","LHAV2a7","SLPav3","BLVa2a","none","none","none","none",FALSE,TRUE,"LHAV2",TRUE,"LHAV2a7",2.77299185098952,2,""
513357277,"SLP111c","ADL22","ADL22f","ADL22d_a_pct","FALSE","LHN","LHAV2a7","SLPav3","BLVa2a","none","none","none","none",FALSE,TRUE,"LHAV2",TRUE,"LHAV2a7",2.72247191011236,2,""
578151363,"SLP111c","ADL22","ADL22f","ADL22d_a_pct","FALSE","LHN","LHAV2a8","SLPav3","BLVa2a","none","none","none","none",FALSE,TRUE,"LHAV2",TRUE,"LHAV2a8",2.60662983425414,2,""
578841489,"SLP111c","ADL22","ADL22f","ADL22d_a_pct","FALSE","LHN","LHAV2a7","SLPav3","BLVa2a","none","none","none","none",FALSE,TRUE,"LHAV2",TRUE,"LHAV2a7",2.52290502793296,2,""
573346324,"SLP111d","ADL22","ADL22f","ADL22h_pct","FALSE","LHN","LHAV2a6","SLPav3","BLVa2a","none","none","L876#5","medium",FALSE,FALSE,"LHAV2",TRUE,"LHAV2a6a",3.26292629262926,3,""
574710121,"SLP111d","ADL22","ADL22f","ADL22h_pct","FALSE","LHN","LHAV2a6","SLPav3","BLVa2a","none","none","none","none",FALSE,FALSE,"LHAV2",TRUE,"LHAV2a6a",2.96191512513602,3,""
604735525,"SLP111e","ADL22","ADL22f","ADL22j_pct","FALSE","LHN","LHAV2a6","SLPav3","BLVa2a","none","none","none","none",FALSE,FALSE,"LHAV2",TRUE,"LHAV2a6b",2.97222222222222,3,""
674009814,"SLP112a","ADL22","ADL22b","ADL22b_pct","FALSE","LHN","LHAV2h1","SLPav3","BLVa2a","none","none","none","none",TRUE,FALSE,"LHAV2",TRUE,"LHAV2h1",3.86448087431694,3,""
421650994,"SLP133b","AVL07","AVL07s","AVL07t_pct","FALSE","LHN","LHAV2o1","SLPal1","VLPl2_dorsal","none","none","VGlut-F-200058","medium",FALSE,FALSE,"LHAV2",TRUE,"LHAV2o1",4.19978517722879,4,""
5901196932,"LH013a","ADL04","ADL04l","ADL04k_pct","ADL10^LBDL6","LHN","LHAV3i1","SLPpl3_lateral","new_lateral","none","none","none","none",FALSE,FALSE,"LHAV3",TRUE,"LHAV3i1",2.9176072234763,2,"SF"
390254536,"LH014a","ADL04","ADL04f","ADL04f_pct","ADL10^LBDL6","LHN","LHAV3b8","SLPpl3_lateral","new_lateral","none","none","none","none",FALSE,FALSE,"LHAV3",TRUE,"LHAV3b8a",3.20235294117647,3,""
5813057660,"LH014a","ADL04","ADL04f","ADL04f_pct","ADL10^LBDL6","LHN","LHAV3b8","SLPpl3_lateral","new_lateral","none","none","none","none",FALSE,FALSE,"LHAV3",TRUE,"LHAV3b8a",3.02628571428571,3,"SF"
451296290,"LH016a","ADL04","ADL04e","ADL04e_pct","ADL10^LBDL6","LHN","LHAV3b9","SLPpl3_lateral","new_lateral","none","none","none","none",FALSE,FALSE,"LHAV3",TRUE,"LHAV3b9a",3.13219094247246,3,""
390931864,"LH017a","ADL04","ADL04n","ADL04n_pct","ADL10^LBDL6","LHN","LHAV3b1","SLPpl3_lateral","new_lateral","none","none","none","none",TRUE,FALSE,"LHAV3",TRUE,"LHAV3b1a",3.09144196951934,3,""
698180927,"LH024a","ADL10","ADL10a","ADL10a_pct","FALSE","LHN","LHAV3g2","SLPpl3_lateral","new_lateral","none","none","none","none",FALSE,FALSE,"LHAV3",TRUE,"LHAV3g2a",2.88436830835118,2,""
360928792,"LH025b","ADL10","ADL10f","ADL10g_a_pct","FALSE","LHN","LHAV3b10","SLPpl3_lateral","new_lateral","none","none","none","none",FALSE,TRUE,"LHAV3",TRUE,"LHAV3b10",3.22589167767503,3,""
480262270,"LH025b","ADL10","ADL10f","ADL10g_a_pct","FALSE","LHN","LHAV3b10","SLPpl3_lateral","new_lateral","none","none","none","none",FALSE,TRUE,"LHAV3",TRUE,"LHAV3b10",3.83912483912484,3,""
510943286,"LH025b","ADL10","ADL10f","ADL10g_a_pct","FALSE","LHN","LHAV3b4","SLPpl3_lateral","new_lateral","none","none","none","none",FALSE,TRUE,"LHAV3",TRUE,"LHAV3b4",3.36576787807737,3,""
390935343,"LH025c","ADL10","ADL10f","ADL10g_b_pct","FALSE","LHN","LHAV3b6","SLPpl3_lateral","new_lateral","none","none","none","none",FALSE,TRUE,"LHAV3",TRUE,"LHAV3b6a",2.93161434977579,2,""
419578845,"LH025c","ADL10","ADL10f","ADL10g_b_pct","FALSE","LHN","LHAV3b8","SLPpl3_lateral","new_lateral","none","none","none","none",FALSE,TRUE,"LHAV3",TRUE,"LHAV3b8b",3.28636884306987,3,""
480257919,"LH025c","ADL10","ADL10f","ADL10g_b_pct","FALSE","LHN","LHAV3b8","SLPpl3_lateral","new_lateral","none","none","none","none",FALSE,TRUE,"LHAV3",TRUE,"LHAV3b8b",2.90668202764977,3,""
5813057662,"LH025c","ADL10","ADL10f","ADL10g_b_pct","FALSE","LHN","LHAV3b6","SLPpl3_lateral","new_lateral","none","none","none","none",FALSE,TRUE,"LHAV3",TRUE,"LHAV3b6a",3.03510758776897,2,"SF"
449223379,"LH025d","ADL10","ADL10f","ADL10g_c_pct","FALSE","LHN","LHAV3b11","SLPpl3_lateral","new_lateral","none","none","none","none",FALSE,FALSE,"LHAV3",TRUE,"LHAV3b11",3.52477763659466,3,""
450609707,"LH025d","ADL10","ADL10f","ADL10g_c_pct","FALSE","LHN","LHAV3b11","SLPpl3_lateral","new_lateral","none","none","none","none",FALSE,FALSE,"LHAV3",TRUE,"LHAV3b11",2.72546583850932,3,""
480262368,"LH025d","ADL10","ADL10f","ADL10g_c_pct","FALSE","LHN","LHAV3b11","SLPpl3_lateral","new_lateral","none","none","VGlut-F-500109","medium",FALSE,FALSE,"LHAV3",TRUE,"LHAV3b11",3.37611181702668,3,""
605090489,"LH025d","ADL10","ADL10f","ADL10g_c_pct","FALSE","LHN","LHAV3b11","SLPpl3_lateral","new_lateral","none","none","none","none",FALSE,FALSE,"LHAV3",TRUE,"LHAV3b11",3.02093023255814,3,""
329566467,"LH025e","ADL10","ADL10f","ADL10g_d_pct","FALSE","LHN","LHAV3b7","SLPpl3_lateral","new_lateral","none","none","none","none",FALSE,TRUE,"LHAV3",TRUE,"LHAV3b7",3.29757343550447,3,""
449577409,"LH025e","ADL10","ADL10f","ADL10g_d_pct","FALSE","LHN","LHAV3b9","SLPpl3_lateral","new_lateral","none","none","none","none",FALSE,TRUE,"LHAV3",TRUE,"LHAV3b9b",3.86455696202532,3,""
359555628,"LH025f","ADL10","ADL10f","ADL10g_e_pct","FALSE","LHN","LHAV3b8","SLPpl3_lateral","new_lateral","none","none","none","none",FALSE,FALSE,"LHAV3",TRUE,"LHAV3b8c",3.19477434679335,3,""
542643555,"LH025f","ADL10","ADL10f","ADL10g_e_pct","FALSE","LHN","LHAV3b8","SLPpl3_lateral","new_lateral","none","none","none","none",FALSE,FALSE,"LHAV3",TRUE,"LHAV3b8c",2.92317880794702,3,""
5813010546,"LH025f","ADL10","ADL10f","ADL10g_e_pct","FALSE","LHN","LHAV3b8","SLPpl3_lateral","new_lateral","none","none","none","none",FALSE,FALSE,"LHAV3",TRUE,"LHAV3b8c",2.82062780269058,3,"SF"
419234116,"LH025g","ADL10","ADL10f","ADL10i_pct","FALSE","LHN","LHAV3b6","SLPpl3_lateral","new_lateral","none","none","none","none",FALSE,TRUE,"LHAV3",TRUE,"LHAV3b6b",2.84233261339093,2,""
421292214,"LH025g","ADL10","ADL10f","ADL10i_pct","FALSE","LHN","LHAV3b5","SLPpl3_lateral","new_lateral","none","none","none","none",FALSE,TRUE,"LHAV3",TRUE,"LHAV3b5",2.9989224137931,2,""
449223347,"LH025g","ADL10","ADL10f","ADL10i_pct","FALSE","LHN","LHAV3b5","SLPpl3_lateral","new_lateral","none","none","none","none",FALSE,TRUE,"LHAV3",TRUE,"LHAV3b5",2.92540540540541,2,""
450267976,"LH025g","ADL10","ADL10f","ADL10i_pct","FALSE","LHN","LHAV3b6","SLPpl3_lateral","new_lateral","none","none","none","none",FALSE,TRUE,"LHAV3",TRUE,"LHAV3b6b",2.96692392502756,2,""
541961677,"LH025g","ADL10","ADL10f","ADL10i_pct","FALSE","LHN","LHAV3b5","SLPpl3_lateral","new_lateral","none","none","none","none",FALSE,TRUE,"LHAV3",TRUE,"LHAV3b5",3.02375809935205,2,""
541961750,"LH025g","ADL10","ADL10f","ADL10i_pct","FALSE","LHN","LHAV3b6","SLPpl3_lateral","new_lateral","none","none","none","none",FALSE,TRUE,"LHAV3",TRUE,"LHAV3b6b",2.71671991480298,2,""
391604407,"LH025h","ADL10","ADL10f","ADL10j_pct","FALSE","LHN","LHAV3b1","SLPpl3_lateral","new_lateral","none","none","none","none",TRUE,FALSE,"LHAV3",TRUE,"LHAV3b1b",3.03674832962138,3,""
5813098306,"LH025h","ADL10","ADL10f","ADL10j_pct","FALSE","LHN","LHAV3b1","SLPpl3_lateral","new_lateral","none","none","none","none",TRUE,FALSE,"LHAV3",TRUE,"LHAV3b1b",3.10337323177367,3,"SF"
449227486,"LH025i","ADL10","ADL10f","ADL10m_a_pct","FALSE","LHN","LHAV3b2","SLPpl3_lateral","new_lateral","none","none","none","none",FALSE,FALSE,"LHAV3",TRUE,"LHAV3b2a",2.77620087336245,3,""
