"","skid","catmaid_name","ItoLee_Lineage","ItoLee_Hemilineage","Hartenstein_Lineage","Hartenstein_Hemilineage","type","primary_neurite","anatomy_group","cell_type","cell","hemibrain_match","Frechter_et_al","closest_light_match","LM_match_quality","status","transmitter","other_names","citation","all_citations","new.cell.type","new.match","is.lhn"
"187","2466931","LAC PV5 [LH.L] 2466932 RJVR Zamorak","LHp2","LHp2_medial","DPLp1","DPLp1_medial","ON","PV6","PV6c","PV6c1","PV6c1#2","387870860","new","L2220#2","cell.type","rough","unknown","none","Marin et al. 2020","Marin et al. 2020","LHPV6c1","387870860",TRUE
"188","1102557","PV6f1 22446 Albatross JMR ARH","LHp2","LHp2_medial","DPLp1","DPLp1_medial","ON","PV6","PV6f","PV6f1","PV6f1#1","387870860","new","new:PV6f1","cell.type","preliminary","unknown","none","Huoviala et al. 2020","Huoviala et al. 2020","LHPV6c1","387870860",TRUE
"189","6292134","LAC PV6 neuron 6292135 ECM Davos crew","SLPpl1","SLPpl1","DPLl1","DPLl1","ON","PV5","PV6g","PV6g1","PV6g1#1","325122109","new","Cha-F-400287","pnt","preliminary","unknown","none","Marin et al. 2020","Marin et al. 2020","PDL20c_pc","325122109",NA
"190","6292328","LAC PV6 neuron 6292329 ECM Davos crew","SLPpl1","SLPpl1","DPLl1","DPLl1","ON","PV6","PV6g","PV6g1","PV6g1#1","356472645","new","Cha-F-400287","pnt","preliminary","unknown","none","Marin et al. 2020","Marin et al. 2020","PDL20c_pc","325122109",NA
"191","9069835","LAC PV5 neuron 9069836 Gannet ASB ECM","LHp2","LHp2_medial","DPLp1","DPLp1_medial","ON","PV6","PV6h","PV6h1","PV6h1#1","449910481","new","new:PV6h1","cell.type","rough","unknown","none","Marin et al. 2020","Marin et al. 2020","LHPV6h1","449910481",TRUE
"192","8880705","LAC neuron 8880706 Baratheon MT ECM","DPMpl1?","DPMpl1/2","SMPpv1/2","SMPpv1/2","ON","PV7","PV7c","PV7c1","PV7c1#1","unknown","new","fru-F-000092","anatomy.group","rough","unknown","none","Marin et al. 2020","Marin et al. 2020","uncertain","none",NA
"193","369583","LAC neuron 369584 BAK ECM Dorne","DM1","DM1","DPMm1","DPMm1","ON","PV9","PV9e","PV9e1","PV9e1#1","544361987","new","Trh-F-100072","pnt","rough","unknown","none","Marin et al. 2020","Marin et al. 2020","LHPV10c1","544361987",TRUE
"194","4017748","Putative TPN {lALT} 4017749 Quail RJVR ","unknown","unknown","unknown","unknown","IN","VNCT","VNC-PN","VNC-PN1","VNC-PN1#1","1663021115","new","new:VNC-PN1","cell.type","preliminary","acetylcholine","none","Dolan et al. 2019","Dolan et al. 2019","uncertain","2095549849",NA
"195","2122447","putative WED-PN1 2122448 RJVR","WEDa2","WEDa2","BAlp3","BAlp3","IN","WEDT","WED-PN","WED-PN1","WED-PN1#1","2030342003","new","L112#1","cell.type","rough","GABA","none","Bates & Schlegel et al. 2020","Bates & Schlegel et al. 2020; Dolan et al. 2019","LHWEDLHPN1","2030342003",TRUE
"196","2227995","WED-PN1#1 2227996 Grey Herron SD","WEDa2","WEDa2","BAlp3","BAlp3","IN","WEDT","WED-PN","WED-PN1","WED-PN1#2","2030342003","old","L112#1","cell.type","complete","GABA","none","Dolan et al. 2019","Bates & Schlegel et al. 2020; Dolan et al. 2019","LHWEDLHPN1","2030342003",TRUE
"197","4267053","WED-PN1 4267054 I BELIEVE IN ME SD RJVR","WEDa2","WEDa2","BAlp3","BAlp3","IN","WEDT","WED-PN","WED-PN1","WED-PN1#3","1069223047","new","L112#1","cell.type","rough","GABA","none","Bates & Schlegel et al. 2020","Bates & Schlegel et al. 2020; Dolan et al. 2019","LHWEDLHPN1","2214504597",TRUE
"198","4280558","WED-PN1 4280559 SD RJVR Today I found a soma","WEDa2","WEDa2","BAlp3","BAlp3","IN","WEDT","WED-PN","WED-PN1","WED-PN1#4","2214846055","new","L112#1","cell.type","rough","GABA","none","Bates & Schlegel et al. 2020","Bates & Schlegel et al. 2020; Dolan et al. 2019","LHWEDLHPN1","2214846055",TRUE
"199","5002989","WED-PN1 5002990 RJVR PDP","WEDa2","WEDa2","BAlp3","BAlp3","IN","WEDT","WED-PN","WED-PN1","WED-PN1#5","1069223047","new","L112#1","cell.type","rough","GABA","none","Bates & Schlegel et al. 2020","Bates & Schlegel et al. 2020; Dolan et al. 2019","LHWEDLHPN1","1069223047",TRUE
"200","4946893","WED-PN2 4946894 RJVR SD Lucy Parsons","WEDa2","WEDa2","BAlp3","BAlp3","IN","WEDT","WED-PN","WED-PN2","WED-PN2#1","853726809","new","L1524#1","cell.type","rough","acetylcholine","none","Bates & Schlegel et al. 2020","Bates & Schlegel et al. 2020; Dolan et al. 2019","LHWEDLHPN2","885788485",TRUE
"201","9249174","WED-PN2#1 9249175 Gregory Seneca Xerxes Eugene Jefferis RJVR ASB PDP","WEDa2","WEDa2","BAlp3","BAlp3","IN","WEDT","WED-PN","WED-PN2","WED-PN2#2","853726809","old","L1524#1","cell.type","complete","acetylcholine","none","Dolan et al. 2019","Bates & Schlegel et al. 2020; Dolan et al. 2019","LHWEDLHPN3","853726809",TRUE
"202","1313071","putative WED-PN3 1313072 Sparta ASB RJVR PDP","WEDa2","WEDa2","BAlp3","BAlp3","IN","WEDT","WED-PN","WED-PN3","WED-PN3#1","1006854683","new","L1518#1","cell.type","complete","unknown","none","Bates & Schlegel et al. 2020","Bates & Schlegel et al. 2020; Dolan et al. 2019","LHWEDLHPN3","1006854683",TRUE
"203","3799421","putative WED-PN2 3799422 Gregory Sylvester Xander Edmonton Jefferis RJVR GSXEJ","WEDa2","WEDa2","BAlp3","BAlp3","IN","WEDT","WED-PN","WED-PN3","WED-PN3#3","915451074","new","L1518#1","cell.type","rough","unknown","none","Bates & Schlegel et al. 2020","Bates & Schlegel et al. 2020; Dolan et al. 2019","LHWEDLHPN2","915451074",TRUE
"204","3933006","WED-PN3 3933007 Athens","WEDa2","WEDa2","BAlp3","BAlp3","IN","WEDT","WED-PN","WED-PN3","WED-PN3#4","5813020138","new","L1518#1","cell.type","rough","unknown","none","Bates & Schlegel et al. 2020","Bates & Schlegel et al. 2020; Dolan et al. 2019","LHWEDLHPN3","5813013913",TRUE
"205","1313334","WED-PN3#1 1313335 Athens ASB","WEDa2","WEDa2","BAlp3","BAlp3","IN","WEDT","WED-PN","WED-PN3","WED-PN3#5","5813020138","old","L1518#1","cell.type","preliminary","unknown","none","Dolan et al. 2019","Bates & Schlegel et al. 2020; Dolan et al. 2019","LHWEDLHPN3","5813020138",TRUE
"206","2153398","WED-PN4#1 2153399 Double Trouble RJVR ASB","WEDa2","WEDa2","BAlp3","BAlp3","IN","WEDT","WED-PN","WED-PN4","WED-PN4#1","5813032740","new","new:WED-PN4","cell.type","complete","unknown","none","Dolan et al. 2019","Bates & Schlegel et al. 2020; Dolan et al. 2019","LHWEDLHPN4","5813032740",TRUE
"207","4672476","WED-PN5#1 4672477 Flamingo PMJ","WEDa2","WEDa2","BAlp3","BAlp3","IN","WEDT","WED-PN","WED-PN5","WED-PN5#1","1573741727","old","L1337#1","cell.type","complete","acetylcholine","none","Dolan et al. 2019","Bates & Schlegel et al. 2020","LHWEDLHPN7","1573741727",FALSE
"208","6082926","putative WED-PN 5 6082927 Marga PDP","WEDa2","WEDa2","BAlp3","BAlp3","IN","WEDT","WED-PN","WED-PN5","WED-PN5#2","5812991267","new","L1337#1","cell.type","rough","acetylcholine","none","Bates & Schlegel et al. 2020","Bates & Schlegel et al. 2020","LHWEDLHPN7","1573741727",FALSE
"209","3416395","Orange Kite WED.R -> LH.R 3416396 RJVR","VPNp&v1","VPNp&v1_posterior","BLP1","BLP1_posterior","IN","PV2","WED-PN","WED-PN6","WED-PN6#1","912390224","new","L85#1","cell.type","rough","unknown","none","Bates & Schlegel et al. 2020","Bates & Schlegel et al. 2020","LHWEDLHPN14","912390224",TRUE
"210","4946872","PV2#e1 4946873 Red Kite ASB SD","VPNp&v1","VPNp&v1_posterior","BLP1","BLP1_posterior","IN","PV2","WED-PN","WED-PN6","WED-PN6#2","1131310385","old","L85#1","cell.type","complete","unknown","none","Dolan et al. 2019","Bates & Schlegel et al. 2020","LHWEDLHPN6","1131310385",TRUE
"211","3954226","WED-PN7 3954227 Sprig ASB RJVR","new2","new2_ventral","BAlp2","BAlp2_dorsal","IN","WEDT","WED-PN","WED-PN7","WED-PN7#1","1605786832","new","new:WED-PN7","cell.type","rough","unknown","none","Bates & Schlegel et al. 2020","Bates & Schlegel et al. 2020","LHWEDLHPN7","5813056323",FALSE
"212","4947032","WED-PN7#1 4947033 Crane SD","new2","new2_ventral","BAlp2","BAlp2_dorsal","IN","WEDT","WED-PN","WED-PN7","WED-PN7#2","1573741727","new","new:WED-PN7","cell.type","complete","unknown","none","Bates & Schlegel et al. 2020","Bates & Schlegel et al. 2020","LHWEDLHPN5","5813015982",FALSE
"213","5810932","WED-PN7 5810932 PMJ RJVR","new2","new2_ventral","BAlp2","BAlp2_dorsal","IN","WEDT","WED-PN","WED-PN7","WED-PN7#3","5812991267","new","new:WED-PN7","cell.type","rough","unknown","none","Bates & Schlegel et al. 2020","Bates & Schlegel et al. 2020","LHWEDLHPN5","5813015982",FALSE
"214","2946605","putative WED-PN8 2946606 ASB RJVR PDP","WEDd1","WEDd1","DALd","DALd","IN","WEDT","WED-PN","WED-PN8","WED-PN8#1","5813024193","new","new:WED-PN8","cell.type","rough","unknown","none","Bates & Schlegel et al. 2020","Bates & Schlegel et al. 2020","uncertain","5813024193",NA
"215","4027387","WED-PN8 4027388 Giant Ibis RJVR","WEDd1","WEDd1","DALd","DALd","IN","WEDT","WED-PN","WED-PN8","WED-PN8#2","1565802648","new","new:WED-PN8","cell.type","complete","unknown","none","Bates & Schlegel et al. 2020","Bates & Schlegel et al. 2020","LHWEDLHPN8","1565802648",TRUE
"216","7481072","WED-PN8 7481073 RJVR","WEDd1","WEDd1","DALd","DALd","IN","WEDT","WED-PN","WED-PN8","WED-PN8#3","1565802648","new","new:WED-PN8","cell.type","rough","unknown","none","Bates & Schlegel et al. 2020","Bates & Schlegel et al. 2020","LHWEDLHPN8","2096909904",TRUE
"217","9206583","putative WED-PN 8 9206584 same pnt PDP","WEDd1","WEDd1","DALd","DALd","IN","WEDT","WED-PN","WED-PN8","WED-PN8#4","2061028219","new","new:WED-PN8","cell.type","rough","unknown","none","Bates & Schlegel et al. 2020","Bates & Schlegel et al. 2020","LHWEDLHPN8","2061028219",TRUE
"218","9206998","putative WED-PN 8 9206999 Tristan PDP","WEDd1","WEDd1","DALd","DALd","IN","WEDT","WED-PN","WED-PN8","WED-PN8#5","2096909904","new","new:WED-PN8","cell.type","rough","unknown","none","Bates & Schlegel et al. 2020","Bates & Schlegel et al. 2020","LHWEDLHPN8","2065879191",NA
